time,stationID,in,out,线路,日期,最高气温℃,最低气温℃,天气,风向,风力
2019-01-09 09:00:00,0,932,395,1,,,,,,
2019-01-09 10:00:00,0,609,400,1,,,,,,
2019-01-09 11:00:00,0,491,471,1,,,,,,
2019-01-09 12:00:00,0,506,486,1,,,,,,
2019-01-09 13:00:00,0,436,391,1,,,,,,
2019-01-09 14:00:00,0,376,469,1,,,,,,
2019-01-09 15:00:00,0,372,560,1,,,,,,
2019-01-09 16:00:00,0,447,599,1,,,,,,
2019-01-09 17:00:00,0,743,1094,1,,,,,,
2019-01-09 18:00:00,0,284,1551,1,,,,,,
2019-01-09 19:00:00,0,194,736,1,,,,,,
2019-01-10 07:00:00,0,1802,192,1,,,,,,
2019-01-10 08:00:00,0,2513,773,1,,,,,,
2019-01-10 09:00:00,0,989,439,1,,,,,,
2019-01-10 10:00:00,0,541,384,1,,,,,,
2019-01-10 11:00:00,0,425,464,1,,,,,,
2019-01-10 12:00:00,0,562,540,1,,,,,,
2019-01-10 13:00:00,0,470,589,1,,,,,,
2019-01-10 14:00:00,0,365,572,1,,,,,,
2019-01-10 15:00:00,0,351,619,1,,,,,,
2019-01-10 16:00:00,0,440,618,1,,,,,,
2019-01-10 17:00:00,0,824,1172,1,,,,,,
2019-01-10 18:00:00,0,284,1484,1,,,,,,
2019-01-10 19:00:00,0,209,754,1,,,,,,
2019-01-11 07:00:00,0,1710,194,1,,,,,,
2019-01-11 08:00:00,0,2280,849,1,,,,,,
2019-01-11 09:00:00,0,1026,439,1,,,,,,
2019-01-11 10:00:00,0,572,385,1,,,,,,
2019-01-11 11:00:00,0,531,429,1,,,,,,
2019-01-11 12:00:00,0,527,550,1,,,,,,
2019-01-11 13:00:00,0,477,486,1,,,,,,
2019-01-11 14:00:00,0,425,560,1,,,,,,
2019-01-11 15:00:00,0,404,630,1,,,,,,
2019-01-11 16:00:00,0,611,763,1,,,,,,
2019-01-11 17:00:00,0,788,1245,1,,,,,,
2019-01-11 18:00:00,0,331,1530,1,,,,,,
2019-01-11 19:00:00,0,232,778,1,,,,,,
2019-01-14 07:00:00,0,1915,236,1,,,,,,
2019-01-14 08:00:00,0,2627,939,1,,,,,,
2019-01-14 09:00:00,0,1056,487,1,,,,,,
2019-01-14 10:00:00,0,618,494,1,,,,,,
2019-01-14 11:00:00,0,449,463,1,,,,,,
2019-01-14 12:00:00,0,590,556,1,,,,,,
2019-01-14 13:00:00,0,519,580,1,,,,,,
2019-01-14 14:00:00,0,446,574,1,,,,,,
2019-01-14 15:00:00,0,456,574,1,,,,,,
2019-01-14 16:00:00,0,510,683,1,,,,,,
2019-01-14 17:00:00,0,799,1138,1,,,,,,
2019-01-14 18:00:00,0,305,1428,1,,,,,,
2019-01-14 19:00:00,0,212,739,1,,,,,,
2019-01-15 07:00:00,0,1734,185,1,,,,,,
2019-01-15 08:00:00,0,2417,895,1,,,,,,
2019-01-15 09:00:00,0,1047,451,1,,,,,,
2019-01-15 10:00:00,0,557,360,1,,,,,,
2019-01-15 11:00:00,0,435,463,1,,,,,,
2019-01-15 12:00:00,0,599,432,1,,,,,,
2019-01-15 13:00:00,0,429,486,1,,,,,,
2019-01-15 14:00:00,0,399,545,1,,,,,,
2019-01-15 15:00:00,0,429,565,1,,,,,,
2019-01-15 16:00:00,0,501,641,1,,,,,,
2019-01-15 17:00:00,0,799,1058,1,,,,,,
2019-01-15 18:00:00,0,272,1475,1,,,,,,
2019-01-15 19:00:00,0,215,730,1,,,,,,
2019-01-16 07:00:00,0,1803,240,1,,,,,,
2019-01-16 08:00:00,0,2402,1073,1,,,,,,
2019-01-16 09:00:00,0,1126,511,1,,,,,,
2019-01-16 10:00:00,0,565,382,1,,,,,,
2019-01-16 11:00:00,0,500,449,1,,,,,,
2019-01-16 12:00:00,0,643,567,1,,,,,,
2019-01-16 13:00:00,0,501,497,1,,,,,,
2019-01-16 14:00:00,0,420,527,1,,,,,,
2019-01-16 15:00:00,0,444,613,1,,,,,,
2019-01-16 16:00:00,0,480,687,1,,,,,,
2019-01-16 17:00:00,0,1143,1181,1,,,,,,
2019-01-16 18:00:00,0,269,1423,1,,,,,,
2019-01-16 19:00:00,0,200,807,1,,,,,,
2019-01-17 07:00:00,0,1857,217,1,,,,,,
2019-01-17 08:00:00,0,2369,898,1,,,,,,
2019-01-17 09:00:00,0,987,508,1,,,,,,
2019-01-17 10:00:00,0,585,422,1,,,,,,
2019-01-17 11:00:00,0,508,448,1,,,,,,
2019-01-17 12:00:00,0,633,549,1,,,,,,
2019-01-17 13:00:00,0,498,582,1,,,,,,
2019-01-17 14:00:00,0,400,552,1,,,,,,
2019-01-17 15:00:00,0,442,641,1,,,,,,
2019-01-17 16:00:00,0,621,779,1,,,,,,
2019-01-17 17:00:00,0,829,1166,1,,,,,,
2019-01-17 18:00:00,0,400,1424,1,,,,,,
2019-01-17 19:00:00,0,219,746,1,,,,,,
2019-01-18 07:00:00,0,1707,225,1,,,,,,
2019-01-18 08:00:00,0,2416,895,1,,,,,,
2019-01-18 09:00:00,0,1164,527,1,,,,,,
2019-01-18 10:00:00,0,690,447,1,,,,,,
2019-01-18 11:00:00,0,587,511,1,,,,,,
2019-01-18 12:00:00,0,647,580,1,,,,,,
2019-01-18 13:00:00,0,574,669,1,,,,,,
2019-01-18 14:00:00,0,500,689,1,,,,,,
2019-01-18 15:00:00,0,545,782,1,,,,,,
2019-01-18 16:00:00,0,611,808,1,,,,,,
2019-01-18 17:00:00,0,942,1185,1,,,,,,
2019-01-18 18:00:00,0,428,1467,1,,,,,,
2019-01-18 19:00:00,0,296,876,1,,,,,,
2019-01-21 07:00:00,0,2001,246,1,,,,,,
2019-01-21 08:00:00,0,2673,943,1,,,,,,
2019-01-21 09:00:00,0,1252,519,1,,,,,,
2019-01-21 10:00:00,0,753,524,1,,,,,,
2019-01-21 11:00:00,0,584,555,1,,,,,,
2019-01-21 12:00:00,0,599,679,1,,,,,,
2019-01-21 13:00:00,0,569,641,1,,,,,,
2019-01-21 14:00:00,0,527,637,1,,,,,,
2019-01-21 15:00:00,0,485,759,1,,,,,,
2019-01-21 16:00:00,0,586,719,1,,,,,,
2019-01-21 17:00:00,0,945,1222,1,,,,,,
2019-01-21 18:00:00,0,366,1507,1,,,,,,
2019-01-21 19:00:00,0,244,718,1,,,,,,
2019-01-22 07:00:00,0,1910,200,1,,,,,,
2019-01-22 08:00:00,0,2463,974,1,,,,,,
2019-01-22 09:00:00,0,1125,464,1,,,,,,
2019-01-22 10:00:00,0,706,505,1,,,,,,
2019-01-22 11:00:00,0,653,542,1,,,,,,
2019-01-22 12:00:00,0,723,545,1,,,,,,
2019-01-22 13:00:00,0,675,599,1,,,,,,
2019-01-22 14:00:00,0,516,656,1,,,,,,
2019-01-22 15:00:00,0,452,732,1,,,,,,
2019-01-22 16:00:00,0,607,754,1,,,,,,
2019-01-22 17:00:00,0,855,1176,1,,,,,,
2019-01-22 18:00:00,0,343,1400,1,,,,,,
2019-01-22 19:00:00,0,200,762,1,,,,,,
2019-01-23 07:00:00,0,1843,205,1,,,,,,
2019-01-23 08:00:00,0,2537,885,1,,,,,,
2019-01-23 09:00:00,0,1112,539,1,,,,,,
2019-01-23 10:00:00,0,789,521,1,,,,,,
2019-01-23 11:00:00,0,704,579,1,,,,,,
2019-01-23 12:00:00,0,740,595,1,,,,,,
2019-01-23 13:00:00,0,678,571,1,,,,,,
2019-01-23 14:00:00,0,517,703,1,,,,,,
2019-01-23 15:00:00,0,490,821,1,,,,,,
2019-01-23 16:00:00,0,676,797,1,,,,,,
2019-01-23 17:00:00,0,970,1131,1,,,,,,
2019-01-23 18:00:00,0,380,1458,1,,,,,,
2019-01-23 19:00:00,0,272,727,1,,,,,,
2019-01-24 07:00:00,0,1953,210,1,,,,,,
2019-01-24 08:00:00,0,2676,892,1,,,,,,
2019-01-24 09:00:00,0,1310,555,1,,,,,,
2019-01-24 10:00:00,0,896,534,1,,,,,,
2019-01-24 11:00:00,0,761,540,1,,,,,,
2019-01-24 12:00:00,0,834,652,1,,,,,,
2019-01-24 13:00:00,0,685,620,1,,,,,,
2019-01-24 14:00:00,0,692,741,1,,,,,,
2019-01-24 15:00:00,0,481,834,1,,,,,,
2019-01-24 16:00:00,0,651,824,1,,,,,,
2019-01-24 17:00:00,0,1119,1239,1,,,,,,
2019-01-24 18:00:00,0,347,1411,1,,,,,,
2019-01-24 19:00:00,0,250,787,1,,,,,,
2019-01-25 07:00:00,0,2005,232,1,,,,,,
2019-01-25 08:00:00,0,2475,969,1,,,,,,
2019-01-25 09:00:00,0,1263,488,1,,,,,,
2019-01-25 10:00:00,0,873,531,1,,,,,,
2019-01-25 11:00:00,0,753,498,1,,,,,,
2019-01-25 12:00:00,0,805,652,1,,,,,,
2019-01-25 13:00:00,0,669,703,1,,,,,,
2019-01-25 14:00:00,0,669,652,1,,,,,,
2019-01-25 15:00:00,0,578,772,1,,,,,,
2019-01-25 16:00:00,0,831,915,1,,,,,,
2019-01-25 17:00:00,0,789,1215,1,,,,,,
2019-01-25 18:00:00,0,386,1370,1,,,,,,
2019-01-25 19:00:00,0,324,722,1,,,,,,
2019-01-28 07:00:00,0,1913,187,1,,,,,,
2019-01-28 08:00:00,0,2524,826,1,,,,,,
2019-01-28 09:00:00,0,1379,498,1,,,,,,
2019-01-28 10:00:00,0,894,525,1,,,,,,
2019-01-28 11:00:00,0,739,573,1,,,,,,
2019-01-28 12:00:00,0,823,616,1,,,,,,
2019-01-28 13:00:00,0,687,673,1,,,,,,
2019-01-28 14:00:00,0,588,730,1,,,,,,
2019-01-28 15:00:00,0,563,734,1,,,,,,
2019-01-28 16:00:00,0,739,850,1,,,,,,
2019-01-28 17:00:00,0,731,1164,1,,,,,,
2019-01-28 18:00:00,0,403,1342,1,,,,,,
2019-01-28 19:00:00,0,278,663,1,,,,,,
2019-01-01 07:00:00,1,277,102,1,,,,,,
2019-01-01 08:00:00,1,410,121,1,,,,,,
2019-01-01 09:00:00,1,441,151,1,,,,,,
2019-01-01 10:00:00,1,489,171,1,,,,,,
2019-01-01 11:00:00,1,486,223,1,,,,,,
2019-01-01 12:00:00,1,558,255,1,,,,,,
2019-01-01 13:00:00,1,543,266,1,,,,,,
2019-01-01 14:00:00,1,470,367,1,,,,,,
2019-01-01 15:00:00,1,413,528,1,,,,,,
2019-01-01 16:00:00,1,392,510,1,,,,,,
2019-01-01 17:00:00,1,371,694,1,,,,,,
2019-01-01 18:00:00,1,333,573,1,,,,,,
2019-01-01 19:00:00,1,228,574,1,,,,,,
2019-01-02 07:00:00,1,1323,138,1,,,,,,
2019-01-02 08:00:00,1,2160,392,1,,,,,,
2019-01-02 09:00:00,1,694,208,1,,,,,,
2019-01-02 10:00:00,1,265,159,1,,,,,,
2019-01-02 11:00:00,1,254,145,1,,,,,,
2019-01-02 12:00:00,1,302,215,1,,,,,,
2019-01-02 13:00:00,1,232,192,1,,,,,,
2019-01-02 14:00:00,1,215,185,1,,,,,,
2019-01-02 15:00:00,1,188,257,1,,,,,,
2019-01-02 16:00:00,1,187,317,1,,,,,,
2019-01-02 17:00:00,1,285,656,1,,,,,,
2019-01-02 18:00:00,1,286,1195,1,,,,,,
2019-01-02 19:00:00,1,142,841,1,,,,,,
2019-01-03 07:00:00,1,1228,130,1,,,,,,
2019-01-03 08:00:00,1,2205,342,1,,,,,,
2019-01-03 09:00:00,1,751,200,1,,,,,,
2019-01-03 10:00:00,1,237,203,1,,,,,,
2019-01-03 11:00:00,1,215,175,1,,,,,,
2019-01-03 12:00:00,1,321,176,1,,,,,,
2019-01-03 13:00:00,1,207,178,1,,,,,,
2019-01-03 14:00:00,1,200,174,1,,,,,,
2019-01-03 15:00:00,1,195,252,1,,,,,,
2019-01-03 16:00:00,1,192,312,1,,,,,,
2019-01-03 17:00:00,1,278,672,1,,,,,,
2019-01-03 18:00:00,1,283,1226,1,,,,,,
2019-01-03 19:00:00,1,133,764,1,,,,,,
2019-01-04 07:00:00,1,1259,108,1,,,,,,
2019-01-04 08:00:00,1,2107,367,1,,,,,,
2019-01-04 09:00:00,1,766,200,1,,,,,,
2019-01-04 10:00:00,1,222,140,1,,,,,,
2019-01-04 11:00:00,1,202,153,1,,,,,,
2019-01-04 12:00:00,1,273,158,1,,,,,,
2019-01-04 13:00:00,1,189,130,1,,,,,,
2019-01-04 14:00:00,1,150,171,1,,,,,,
2019-01-04 15:00:00,1,174,267,1,,,,,,
2019-01-04 16:00:00,1,216,344,1,,,,,,
2019-01-04 17:00:00,1,311,624,1,,,,,,
2019-01-04 18:00:00,1,333,1179,1,,,,,,
2019-01-04 19:00:00,1,182,807,1,,,,,,
2019-01-07 07:00:00,1,1364,124,1,,,,,,
2019-01-07 08:00:00,1,2134,339,1,,,,,,
2019-01-07 09:00:00,1,702,217,1,,,,,,
2019-01-07 10:00:00,1,248,209,1,,,,,,
2019-01-07 11:00:00,1,215,203,1,,,,,,
2019-01-07 12:00:00,1,234,174,1,,,,,,
2019-01-07 13:00:00,1,234,158,1,,,,,,
2019-01-07 14:00:00,1,181,176,1,,,,,,
2019-01-07 15:00:00,1,174,242,1,,,,,,
2019-01-07 16:00:00,1,184,309,1,,,,,,
2019-01-07 17:00:00,1,244,739,1,,,,,,
2019-01-07 18:00:00,1,267,1169,1,,,,,,
2019-01-07 19:00:00,1,129,836,1,,,,,,
2019-01-08 07:00:00,1,1220,130,1,,,,,,
2019-01-08 08:00:00,1,2127,351,1,,,,,,
2019-01-08 09:00:00,1,713,189,1,,,,,,
2019-01-08 10:00:00,1,250,165,1,,,,,,
2019-01-08 11:00:00,1,203,146,1,,,,,,
2019-01-08 12:00:00,1,271,175,1,,,,,,
2019-01-08 13:00:00,1,218,143,1,,,,,,
2019-01-08 14:00:00,1,185,178,1,,,,,,
2019-01-08 15:00:00,1,192,221,1,,,,,,
2019-01-08 16:00:00,1,159,339,1,,,,,,
2019-01-08 17:00:00,1,328,702,1,,,,,,
2019-01-08 18:00:00,1,243,1185,1,,,,,,
2019-01-08 19:00:00,1,132,711,1,,,,,,
2019-01-09 07:00:00,1,1209,127,1,,,,,,
2019-01-09 08:00:00,1,2131,356,1,,,,,,
2019-01-09 09:00:00,1,715,186,1,,,,,,
2019-01-09 10:00:00,1,240,131,1,,,,,,
2019-01-09 11:00:00,1,203,179,1,,,,,,
2019-01-09 12:00:00,1,239,176,1,,,,,,
2019-01-09 13:00:00,1,207,161,1,,,,,,
2019-01-09 14:00:00,1,159,155,1,,,,,,
2019-01-09 15:00:00,1,142,187,1,,,,,,
2019-01-09 16:00:00,1,174,317,1,,,,,,
2019-01-09 17:00:00,1,265,695,1,,,,,,
2019-01-09 18:00:00,1,256,1169,1,,,,,,
2019-01-09 19:00:00,1,147,776,1,,,,,,
2019-01-10 07:00:00,1,1212,110,1,,,,,,
2019-01-10 08:00:00,1,2126,367,1,,,,,,
2019-01-10 09:00:00,1,765,170,1,,,,,,
2019-01-10 10:00:00,1,228,148,1,,,,,,
2019-01-10 11:00:00,1,263,173,1,,,,,,
2019-01-10 12:00:00,1,271,201,1,,,,,,
2019-01-10 13:00:00,1,225,170,1,,,,,,
2019-01-10 14:00:00,1,157,183,1,,,,,,
2019-01-10 15:00:00,1,161,228,1,,,,,,
2019-01-10 16:00:00,1,188,313,1,,,,,,
2019-01-10 17:00:00,1,252,646,1,,,,,,
2019-01-10 18:00:00,1,305,1201,1,,,,,,
2019-01-10 19:00:00,1,145,733,1,,,,,,
2019-01-11 07:00:00,1,1228,102,1,,,,,,
2019-01-11 08:00:00,1,2089,346,1,,,,,,
2019-01-11 09:00:00,1,729,192,1,,,,,,
2019-01-11 10:00:00,1,231,143,1,,,,,,
2019-01-11 11:00:00,1,188,166,1,,,,,,
2019-01-11 12:00:00,1,255,184,1,,,,,,
2019-01-11 13:00:00,1,260,170,1,,,,,,
2019-01-11 14:00:00,1,183,184,1,,,,,,
2019-01-11 15:00:00,1,184,274,1,,,,,,
2019-01-11 16:00:00,1,181,323,1,,,,,,
2019-01-11 17:00:00,1,295,644,1,,,,,,
2019-01-11 18:00:00,1,311,1168,1,,,,,,
2019-01-11 19:00:00,1,194,821,1,,,,,,
2019-01-14 07:00:00,1,1371,118,1,,,,,,
2019-01-14 08:00:00,1,2156,372,1,,,,,,
2019-01-14 09:00:00,1,729,231,1,,,,,,
2019-01-14 10:00:00,1,285,169,1,,,,,,
2019-01-14 11:00:00,1,242,181,1,,,,,,
2019-01-14 12:00:00,1,307,206,1,,,,,,
2019-01-14 13:00:00,1,229,162,1,,,,,,
2019-01-14 14:00:00,1,203,233,1,,,,,,
2019-01-14 15:00:00,1,214,226,1,,,,,,
2019-01-14 16:00:00,1,190,383,1,,,,,,
2019-01-14 17:00:00,1,272,680,1,,,,,,
2019-01-14 18:00:00,1,290,1263,1,,,,,,
2019-01-14 19:00:00,1,135,751,1,,,,,,
2019-01-15 07:00:00,1,1218,120,1,,,,,,
2019-01-15 08:00:00,1,2146,335,1,,,,,,
2019-01-15 09:00:00,1,757,188,1,,,,,,
2019-01-15 10:00:00,1,222,156,1,,,,,,
2019-01-15 11:00:00,1,218,167,1,,,,,,
2019-01-15 12:00:00,1,273,201,1,,,,,,
2019-01-15 13:00:00,1,240,151,1,,,,,,
2019-01-15 14:00:00,1,208,172,1,,,,,,
2019-01-15 15:00:00,1,172,208,1,,,,,,
2019-01-15 16:00:00,1,210,318,1,,,,,,
2019-01-15 17:00:00,1,270,655,1,,,,,,
2019-01-15 18:00:00,1,255,1155,1,,,,,,
2019-01-15 19:00:00,1,142,751,1,,,,,,
2019-01-16 07:00:00,1,1270,109,1,,,,,,
2019-01-16 08:00:00,1,2152,354,1,,,,,,
2019-01-16 09:00:00,1,740,203,1,,,,,,
2019-01-16 10:00:00,1,263,190,1,,,,,,
2019-01-16 11:00:00,1,228,169,1,,,,,,
2019-01-16 12:00:00,1,335,241,1,,,,,,
2019-01-16 13:00:00,1,218,163,1,,,,,,
2019-01-16 14:00:00,1,188,203,1,,,,,,
2019-01-16 15:00:00,1,195,240,1,,,,,,
2019-01-16 16:00:00,1,239,367,1,,,,,,
2019-01-16 17:00:00,1,304,667,1,,,,,,
2019-01-16 18:00:00,1,225,1176,1,,,,,,
2019-01-16 19:00:00,1,138,754,1,,,,,,
2019-01-17 07:00:00,1,1276,127,1,,,,,,
2019-01-17 08:00:00,1,2156,355,1,,,,,,
2019-01-17 09:00:00,1,730,187,1,,,,,,
2019-01-17 10:00:00,1,301,175,1,,,,,,
2019-01-17 11:00:00,1,228,152,1,,,,,,
2019-01-17 12:00:00,1,306,247,1,,,,,,
2019-01-17 13:00:00,1,262,190,1,,,,,,
2019-01-17 14:00:00,1,175,188,1,,,,,,
2019-01-17 15:00:00,1,197,235,1,,,,,,
2019-01-17 16:00:00,1,224,313,1,,,,,,
2019-01-17 17:00:00,1,316,707,1,,,,,,
2019-01-17 18:00:00,1,311,1138,1,,,,,,
2019-01-17 19:00:00,1,142,675,1,,,,,,
2019-01-18 07:00:00,1,1258,104,1,,,,,,
2019-01-18 08:00:00,1,2070,379,1,,,,,,
2019-01-18 09:00:00,1,760,244,1,,,,,,
2019-01-18 10:00:00,1,293,186,1,,,,,,
2019-01-18 11:00:00,1,205,185,1,,,,,,
2019-01-18 12:00:00,1,340,254,1,,,,,,
2019-01-18 13:00:00,1,299,177,1,,,,,,
2019-01-18 14:00:00,1,241,207,1,,,,,,
2019-01-18 15:00:00,1,209,305,1,,,,,,
2019-01-18 16:00:00,1,245,379,1,,,,,,
2019-01-18 17:00:00,1,345,703,1,,,,,,
2019-01-18 18:00:00,1,329,1085,1,,,,,,
2019-01-18 19:00:00,1,222,762,1,,,,,,
2019-01-21 07:00:00,1,1379,135,1,,,,,,
2019-01-21 08:00:00,1,2211,346,1,,,,,,
2019-01-21 09:00:00,1,734,183,1,,,,,,
2019-01-21 10:00:00,1,341,146,1,,,,,,
2019-01-21 11:00:00,1,225,193,1,,,,,,
2019-01-21 12:00:00,1,333,198,1,,,,,,
2019-01-21 13:00:00,1,252,184,1,,,,,,
2019-01-21 14:00:00,1,213,212,1,,,,,,
2019-01-21 15:00:00,1,193,248,1,,,,,,
2019-01-21 16:00:00,1,196,352,1,,,,,,
2019-01-21 17:00:00,1,261,775,1,,,,,,
2019-01-21 18:00:00,1,314,1154,1,,,,,,
2019-01-21 19:00:00,1,133,721,1,,,,,,
2019-01-22 07:00:00,1,1307,129,1,,,,,,
2019-01-22 08:00:00,1,2062,310,1,,,,,,
2019-01-22 09:00:00,1,752,194,1,,,,,,
2019-01-22 10:00:00,1,330,171,1,,,,,,
2019-01-22 11:00:00,1,253,181,1,,,,,,
2019-01-22 12:00:00,1,334,222,1,,,,,,
2019-01-22 13:00:00,1,294,195,1,,,,,,
2019-01-22 14:00:00,1,206,184,1,,,,,,
2019-01-22 15:00:00,1,217,272,1,,,,,,
2019-01-22 16:00:00,1,234,373,1,,,,,,
2019-01-22 17:00:00,1,242,730,1,,,,,,
2019-01-22 18:00:00,1,267,1145,1,,,,,,
2019-01-22 19:00:00,1,149,716,1,,,,,,
2019-01-23 07:00:00,1,1293,126,1,,,,,,
2019-01-23 08:00:00,1,2117,313,1,,,,,,
2019-01-23 09:00:00,1,765,189,1,,,,,,
2019-01-23 10:00:00,1,314,170,1,,,,,,
2019-01-23 11:00:00,1,245,191,1,,,,,,
2019-01-23 12:00:00,1,306,235,1,,,,,,
2019-01-23 13:00:00,1,274,193,1,,,,,,
2019-01-23 14:00:00,1,242,213,1,,,,,,
2019-01-23 15:00:00,1,181,239,1,,,,,,
2019-01-23 16:00:00,1,219,317,1,,,,,,
2019-01-23 17:00:00,1,287,755,1,,,,,,
2019-01-23 18:00:00,1,286,1119,1,,,,,,
2019-01-23 19:00:00,1,134,734,1,,,,,,
2019-01-24 07:00:00,1,1240,125,1,,,,,,
2019-01-24 08:00:00,1,2049,355,1,,,,,,
2019-01-24 09:00:00,1,785,147,1,,,,,,
2019-01-24 10:00:00,1,331,138,1,,,,,,
2019-01-24 11:00:00,1,235,196,1,,,,,,
2019-01-24 12:00:00,1,315,183,1,,,,,,
2019-01-24 13:00:00,1,303,187,1,,,,,,
2019-01-24 14:00:00,1,204,218,1,,,,,,
2019-01-24 15:00:00,1,192,244,1,,,,,,
2019-01-24 16:00:00,1,201,399,1,,,,,,
2019-01-24 17:00:00,1,294,704,1,,,,,,
2019-01-24 18:00:00,1,278,1077,1,,,,,,
2019-01-24 19:00:00,1,176,706,1,,,,,,
2019-01-25 07:00:00,1,1202,96,1,,,,,,
2019-01-25 08:00:00,1,2036,320,1,,,,,,
2019-01-25 09:00:00,1,800,212,1,,,,,,
2019-01-25 10:00:00,1,385,153,1,,,,,,
2019-01-25 11:00:00,1,276,193,1,,,,,,
2019-01-25 12:00:00,1,342,198,1,,,,,,
2019-01-25 13:00:00,1,321,193,1,,,,,,
2019-01-25 14:00:00,1,223,222,1,,,,,,
2019-01-25 15:00:00,1,205,294,1,,,,,,
2019-01-25 16:00:00,1,253,331,1,,,,,,
2019-01-25 17:00:00,1,300,710,1,,,,,,
2019-01-25 18:00:00,1,298,989,1,,,,,,
2019-01-25 19:00:00,1,179,712,1,,,,,,
2019-01-28 07:00:00,1,1207,114,1,,,,,,
2019-01-28 08:00:00,1,1964,279,1,,,,,,
